GEMBASE_NAME,ASSEMBLY_NAME,ASSEMBLY_ACC,STUDY_ID,SAMPLE_ID,CONTIG_ACC,Isolation source,Strain Category,phylogroup
ESCO.0216.00507,E5976,GCA_902841545,PRJEB34791,ERS3883193,CADGKC010000001-CADGKC010000204,Environmental,Water,D
ESCO.0216.00508,B1930,GCA_902841375,PRJEB34791,ERS3883194,CADGKB010000001-CADGKB010000205,Host-associated,Bird_Faecal,D
ESCO.0216.00509,E2048,GCA_902841475,PRJEB34791,ERS3883195,CADGKA010000001-CADGKA010000219,Environmental,Water,B1
ESCO.0216.00510,M927,GCA_902841385,PRJEB34791,ERS3883196,CADGKG010000001-CADGKG010000221,Host-associated,Mammal_Faecal,A
ESCO.0216.00511,E2047,GCA_902841465,PRJEB34791,ERS3883197,CADGKI010000001-CADGKI010000478,Environmental,Water,E
ESCO.0216.00512,H1513191_2,GCA_902841415,PRJEB34791,ERS3883198,CADGJW010000001-CADGJW010000124,Environmental,Water,B2
ESCO.0216.00513,TA029,GCA_902841485,PRJEB34791,ERS3883199,CADGKH010000001-CADGKH010000126,Host-associated,Mammal_Faecal,A
ESCO.0216.00514,C1_51,GCA_902841535,PRJEB34791,ERS3883200,CADGJS010000001-CADGJS010000140,Host-associated,Poultry_Meat,B1
ESCO.0216.00515,A1_31,GCA_902841495,PRJEB34791,ERS3883201,CADGJR010000001-CADGJR010000145,Host-associated,Poultry_Meat,B1
ESCO.0216.00516,44_4_Ti15,GCA_902841435,PRJEB34791,ERS3883202,CADGJY010000001-CADGJY010000147,Host-associated,Human_Intestinal,B1
ESCO.0216.00517,W2_53,GCA_902841525,PRJEB34791,ERS3883203,CADGJV010000001-CADGJV010000148,Host-associated,Poultry_Meat,B2
ESCO.0216.00518,C3_19,GCA_902841445,PRJEB34791,ERS3883204,CADGJU010000001-CADGJU010000150,Host-associated,Poultry_Meat,B1
ESCO.0216.00519,M493,GCA_902841565,PRJEB34791,ERS3883205,CADGKJ010000001-CADGKJ010000150,Host-associated,Mammal_Faecal,B1
ESCO.0216.00520,51_7_R18,GCA_902841755,PRJEB34791,ERS3883206,CADGKN010000001-CADGKN010000150,Host-associated,Human_Intestinal,D
ESCO.0216.00521,DMG_2012,GCA_902841665,PRJEB34791,ERS3883207,CADGKK010000001-CADGKK010000152,Host-associated,Human_Faecal,B2
ESCO.0216.00522,B1899,GCA_902841745,PRJEB34791,ERS3883208,CADGKM010000001-CADGKM010000196,Host-associated,Bird_Faecal,A
ESCO.0216.00523,B1098,GCA_902841605,PRJEB34791,ERS3883209,CADGKY010000001-CADGKY010000210,Host-associated,Bird_Faecal,B2
ESCO.0216.00524,70_2_TC2,GCA_902841735,PRJEB34791,ERS3883210,CADGKW010000001-CADGKW010000224,Host-associated,Human_Intestinal,D
ESCO.0216.00527,A1_38,GCA_902841575,PRJEB34791,ERS3883211,CADGKV010000001-CADGKV010000126,Host-associated,Poultry_Meat,B1
ESCO.0216.00528,W1_65,GCA_902841705,PRJEB34791,ERS3883212,CADGLB010000001-CADGLB010000133,Host-associated,Poultry_Meat,B2
ESCO.0216.00529,64_R6,GCA_902841695,PRJEB34791,ERS3883213,CADGKZ010000001-CADGKZ010000156,Host-associated,Human_Intestinal,D
ESCO.0216.00530,A3_57,GCA_902841625,PRJEB34791,ERS3883214,CADGKX010000001-CADGKX010000156,Host-associated,Poultry_Meat,E
ESCO.0216.00531,B1737,GCA_902841715,PRJEB34791,ERS3883215,CADGLC010000001-CADGLC010000175,Host-associated,Bird_Faecal,D
ESCO.0216.00532,E6389,GCA_902841685,PRJEB34791,ERS3883216,CADGKS010000001-CADGKS010000184,Environmental,Water,D
ESCO.0216.00534,E2026,GCA_902841595,PRJEB34791,ERS3883217,CADGKT010000001-CADGKT010000286,Environmental,Water,D
ESCO.0216.00535,E2893,GCA_902841655,PRJEB34791,ERS3883218,CADGKL010000001-CADGKL010000140,Environmental,Water,B1
ESCO.0216.00536,W2_31,GCA_902841675,PRJEB34791,ERS3883219,CADGKQ010000001-CADGKQ010000143,Host-associated,Poultry_Meat,B1
ESCO.0216.00537,B1684,GCA_902841585,PRJEB34791,ERS3883220,CADGKP010000001-CADGKP010000145,Host-associated,Bird_Faecal,D
ESCO.0216.00538,C1_110,GCA_902841615,PRJEB34791,ERS3883221,CADGKR010000001-CADGKR010000160,Host-associated,Poultry_Meat,E
ESCO.0216.00539,BS84,GCA_902841645,PRJEB34791,ERS3883222,CADGKO010000001-CADGKO010000163,Host-associated,Human_Extra-intestinal,B2
ESCO.0216.00540,22_1_Ti19,GCA_902841635,PRJEB34791,ERS3883223,CADGKU010000001-CADGKU010000171,Host-associated,Human_Intestinal,D
ESCO.0216.00543,E8279,GCA_902841725,PRJEB34791,ERS3883224,CADGLA010000001-CADGLA010000199,Environmental,Water,B2
ESCO.0216.00544,B1784,GCA_902841765,PRJEB34791,ERS3883225,CADGLD010000001-CADGLD010000220,Host-associated,Bird_Faecal,B2
ESCO.0216.00545,25_3_ADC_20,GCA_902841815,PRJEB34791,ERS3883226,CADGLI010000001-CADGLI010000221,Host-associated,Human_Intestinal,D
ESCO.0216.00546,20_5_R7,GCA_902841775,PRJEB34791,ERS3883227,CADGLE010000001-CADGLE010000238,Host-associated,Human_Intestinal,B2
ESCO.0216.00547,W2_4,GCA_902841785,PRJEB34791,ERS3883228,CADGLF010000001-CADGLF010000292,Host-associated,Poultry_Meat,A
ESCO.0216.00550,E5993,GCA_902841795,PRJEB34791,ERS3883229,CADGLH010000001-CADGLH010000135,Environmental,Water,B1
ESCO.0216.00551,B1719,GCA_902841805,PRJEB34791,ERS3883230,CADGLG010000001-CADGLG010000154,Host-associated,Bird_Faecal,B2
ESCO.0216.00552,B1548,GCA_902841835,PRJEB34791,ERS3883231,CADGLM010000001-CADGLM010000155,Host-associated,Bird_Faecal,B1
ESCO.0216.00553,C3_30,GCA_902841875,PRJEB34791,ERS3883232,CADGLK010000001-CADGLK010000161,Host-associated,Poultry_Meat,B2
ESCO.0216.00554,W4_33,GCA_902841855,PRJEB34791,ERS3883233,CADGLL010000001-CADGLL010000171,Host-associated,Poultry_Meat,B2
ESCO.0216.00555,H019,GCA_902841825,PRJEB34791,ERS3883234,CADGLO010000001-CADGLO010000198,Host-associated,Human_Extra-intestinal,A
ESCO.0216.00556,TA089,GCA_902841845,PRJEB34791,ERS3883235,CADGLN010000001-CADGLN010000203,Host-associated,Mammal_Faecal,D
ESCO.0216.00557,TA031,GCA_902841865,PRJEB34791,ERS3883236,CADGLJ010000001-CADGLJ010000131,Host-associated,Mammal_Faecal,A
ESCO.0216.00558,E6007,GCA_902841895,PRJEB34791,ERS3883237,CADGMC010000001-CADGMC010000140,Environmental,Water,B1
ESCO.0216.00559,E5456,GCA_902841985,PRJEB34791,ERS3883238,CADGMB010000001-CADGMB010000146,Environmental,Water,B2
ESCO.0216.00560,40_1_R9,GCA_902842015,PRJEB34791,ERS3883239,CADGLP010000001-CADGLP010000155,Host-associated,Human_Intestinal,B2
ESCO.0216.00561,C4_32,GCA_902842035,PRJEB34791,ERS3883240,CADGMI010000001-CADGMI010000156,Host-associated,Poultry_Meat,B2
ESCO.0216.00562,SYD_1_2,GCA_902841995,PRJEB34791,ERS3883241,CADGLS010000001-CADGLS010000157,Environmental,Water,B1
ESCO.0216.00563,M673438,GCA_902841955,PRJEB34791,ERS3883242,CADGLW010000001-CADGLW010000176,Host-associated,Human_Extra-intestinal,B2
ESCO.0216.00564,B339,GCA_902842055,PRJEB34791,ERS3883243,CADGLU010000001-CADGLU010000188,Host-associated,Bird_Faecal,B2
ESCO.0216.00565,A2_8,GCA_902841885,PRJEB34791,ERS3883244,CADGME010000001-CADGME010000208,Host-associated,Poultry_Meat,A
ESCO.0216.00566,32_1_DC18,GCA_902842005,PRJEB34791,ERS3883245,CADGLZ010000001-CADGLZ010000248,Host-associated,Human_Intestinal,B2
ESCO.0216.00567,H758,GCA_902841975,PRJEB34791,ERS3883246,CADGLX010000001-CADGLX010000356,Host-associated,Human_Faecal,A
ESCO.0216.00568,E5628,GCA_902841935,PRJEB34791,ERS3883247,CADGLT010000001-CADGLT010000152,Environmental,Water,B1
ESCO.0216.00569,E4970,GCA_902842075,PRJEB34791,ERS3883248,CADGMF010000001-CADGMF010000164,Environmental,Water,B1
ESCO.0216.00570,W4_37,GCA_902842025,PRJEB34791,ERS3883249,CADGMH010000001-CADGMH010000168,Host-associated,Poultry_Meat,B2
ESCO.0216.00571,M638866,GCA_902841905,PRJEB34791,ERS3883250,CADGMD010000001-CADGMD010000218,Host-associated,Human_Extra-intestinal,B2
ESCO.0216.00573,E4712,GCA_902842065,PRJEB34791,ERS3883251,CADGLV010000001-CADGLV010000271,Environmental,Water,B2
ESCO.0216.00574,E2606,GCA_902841925,PRJEB34791,ERS3883252,CADGMA010000001-CADGMA010000378,Environmental,Water,A
ESCO.0216.00575,A2_22,GCA_902841915,PRJEB34791,ERS3883253,CADGLR010000001-CADGLR010000141,Host-associated,Poultry_Meat,E
ESCO.0216.00576,E9791,GCA_902841965,PRJEB34791,ERS3883254,CADGLQ010000001-CADGLQ010000148,Environmental,Water,A
ESCO.0216.00577,W4_30,GCA_902841945,PRJEB34791,ERS3883255,CADGMG010000001-CADGMG010000153,Host-associated,Poultry_Meat,B1
ESCO.0216.00578,B1504,GCA_902842045,PRJEB34791,ERS3883256,CADGLY010000001-CADGLY010000163,Host-associated,Bird_Faecal,B1
ESCO.0216.00579,E8784,GCA_902842225,PRJEB34791,ERS3883257,CADGNB010000001-CADGNB010000163,Environmental,Water,B1
ESCO.0216.00580,W4_32,GCA_902842095,PRJEB34791,ERS3883258,CADGMQ010000001-CADGMQ010000164,Host-associated,Poultry_Meat,B2
ESCO.0216.00582,H537,GCA_902842275,PRJEB34791,ERS3883259,CADGMM010000001-CADGMM010000195,Host-associated,Human_Faecal,A
ESCO.0216.00583,M587877,GCA_902842205,PRJEB34791,ERS3883260,CADGNA010000001-CADGNA010000205,Host-associated,Human_Extra-intestinal,B2
ESCO.0216.00584,E3317,GCA_902842265,PRJEB34791,ERS3883261,CADGMS010000001-CADGMS010000215,Environmental,Water,B2
ESCO.0216.00585,C1_15,GCA_902842155,PRJEB34791,ERS3883262,CADGMV010000001-CADGMV010000219,Host-associated,Poultry_Meat,A
ESCO.0216.00586,M549,GCA_902842185,PRJEB34791,ERS3883263,CADGMU010000001-CADGMU010000301,Host-associated,Mammal_Faecal,B2
ESCO.0216.00587,E2062,GCA_902842105,PRJEB34791,ERS3883264,CADGMR010000001-CADGMR010000445,Environmental,Water,B2
ESCO.0216.00588,E7188,GCA_902842165,PRJEB34791,ERS3883265,CADGMT010000001-CADGMT010000150,Environmental,Water,B1
ESCO.0216.00589,B1714,GCA_902842115,PRJEB34791,ERS3883266,CADGMJ010000001-CADGMJ010000157,Host-associated,Bird_Faecal,B1
ESCO.0216.00590,POSS_03,GCA_902842215,PRJEB34791,ERS3883267,CADGMP010000001-CADGMP010000171,Host-associated,Mammal_Faecal,B2
ESCO.0216.00591,W4_20,GCA_902842125,PRJEB34791,ERS3883268,CADGMX010000001-CADGMX010000179,Host-associated,Poultry_Meat,B1
ESCO.0216.00592,E7645,GCA_902842085,PRJEB34791,ERS3883269,CADGML010000001-CADGML010000191,Environmental,Water,D
ESCO.0216.00593,20_3_TC12,GCA_902842195,PRJEB34791,ERS3883270,CADGMK010000001-CADGMK010000213,Host-associated,Human_Intestinal,B1
ESCO.0216.00594,B1267,GCA_902842255,PRJEB34791,ERS3883271,CADGMW010000001-CADGMW010000239,Host-associated,Bird_Faecal,B2
ESCO.0216.00595,TA204,GCA_902842235,PRJEB34791,ERS3883272,CADGMY010000001-CADGMY010000262,Host-associated,Mammal_Faecal,D
ESCO.0216.00597,B127,GCA_902842145,PRJEB34791,ERS3883273,CADGMZ010000001-CADGMZ010000275,Host-associated,Bird_Faecal,B2
ESCO.0216.00598,TA350,GCA_902842135,PRJEB34791,ERS3883274,CADGMO010000001-CADGMO010000327,Host-associated,Mammal_Faecal,D
ESCO.0216.00599,B1749,GCA_902842175,PRJEB34791,ERS3883275,CADGNC010000001-CADGNC010000150,Host-associated,Bird_Faecal,B1
ESCO.0216.00600,C4_19,GCA_902842245,PRJEB34791,ERS3883276,CADGMN010000001-CADGMN010000155,Host-associated,Poultry_Meat,B1
ESCO.0216.00601,A1_30,GCA_902842335,PRJEB34791,ERS3883277,CADGNP010000001-CADGNP010000160,Host-associated,Poultry_Meat,B2
ESCO.0216.00602,C4_56,GCA_902842325,PRJEB34791,ERS3883278,CADGNR010000001-CADGNR010000171,Host-associated,Poultry_Meat,E
ESCO.0216.00604,H176,GCA_902842355,PRJEB34791,ERS3883279,CADGNK010000001-CADGNK010000213,Host-associated,Human_Faecal,B2
ESCO.0216.00605,H035,GCA_902842305,PRJEB34791,ERS3883280,CADGNO010000001-CADGNO010000231,Host-associated,Human_Extra-intestinal,A
ESCO.0216.00606,E8792,GCA_902842405,PRJEB34791,ERS3883281,CADGNH010000001-CADGNH010000262,Environmental,Water,E
ESCO.0216.00607,E2075,GCA_902842375,PRJEB34791,ERS3883282,CADGNM010000001-CADGNM010000367,Environmental,Water,B1
ESCO.0216.00608,B1726,GCA_902842285,PRJEB34791,ERS3883283,CADGND010000001-CADGND010000147,Host-associated,Bird_Faecal,B1
ESCO.0216.00609,242_3_Brisbane,GCA_902842455,PRJEB34791,ERS3883284,CADGNT010000001-CADGNT010000166,Environmental,Water,B1
ESCO.0216.00610,A3_59,GCA_902842475,PRJEB34791,ERS3883285,CADGNW010000001-CADGNW010000166,Host-associated,Poultry_Meat,D
ESCO.0216.00611,E8848,GCA_902842395,PRJEB34791,ERS3883286,CADGNQ010000001-CADGNQ010000168,Environmental,Water,A
ESCO.0216.00613,M655,GCA_902842415,PRJEB34791,ERS3883287,CADGNL010000001-CADGNL010000172,Host-associated,Mammal_Faecal,B1
ESCO.0216.00614,E9567,GCA_902842445,PRJEB34791,ERS3883288,CADGNV010000001-CADGNV010000199,Environmental,Water,D
ESCO.0216.00615,B226,GCA_902842385,PRJEB34791,ERS3883289,CADGNJ010000001-CADGNJ010000204,Host-associated,Bird_Faecal,B1
ESCO.0216.00616,M540,GCA_902842435,PRJEB34791,ERS3883290,CADGNE010000001-CADGNE010000209,Host-associated,Mammal_Faecal,B2
ESCO.0216.00617,E5938,GCA_902842295,PRJEB34791,ERS3883291,CADGNN010000001-CADGNN010000216,Environmental,Water,D
ESCO.0216.00618,B620,GCA_902842365,PRJEB34791,ERS3883292,CADGNI010000001-CADGNI010000218,Host-associated,Bird_Faecal,B2
ESCO.0216.00619,C1_89,GCA_902842465,PRJEB34791,ERS3883293,CADGNU010000001-CADGNU010000219,Host-associated,Poultry_Meat,A
ESCO.0216.00620,C1_61,GCA_902842345,PRJEB34791,ERS3883294,CADGNF010000001-CADGNF010000226,Host-associated,Poultry_Meat,B1
ESCO.0216.00621,B1716,GCA_902842315,PRJEB34791,ERS3883295,CADGNS010000001-CADGNS010000233,Host-associated,Bird_Faecal,B2
ESCO.0216.00622,Hunter,GCA_902842425,PRJEB34791,ERS3883296,CADGNG010000001-CADGNG010000252,Environmental,Water,A
ESCO.0216.00623,E2059,GCA_902842485,PRJEB34791,ERS3883297,CADGNX010000001-CADGNX010000390,Environmental,Water,B2
ESCO.0216.00624,W3_2,GCA_902842535,PRJEB34791,ERS3883298,CADGOD010000001-CADGOD010000403,Host-associated,Poultry_Meat,A
ESCO.0216.00625,B1756,GCA_902842615,PRJEB34791,ERS3883299,CADGOP010000001-CADGOP010000155,Host-associated,Bird_Faecal,B1
ESCO.0216.00626,B811,GCA_902842665,PRJEB34791,ERS3883300,CADGNZ010000001-CADGNZ010000164,Host-associated,Bird_Faecal,B1
ESCO.0216.00627,W2_41,GCA_902842625,PRJEB34791,ERS3883301,CADGOG010000001-CADGOG010000170,Host-associated,Poultry_Meat,B1
ESCO.0216.00628,E5598,GCA_902842555,PRJEB34791,ERS3883302,CADGOH010000001-CADGOH010000223,Environmental,Water,B2
ESCO.0216.00629,E2013,GCA_902842525,PRJEB34791,ERS3883303,CADGOK010000001-CADGOK010000224,Environmental,Water,A
ESCO.0216.00630,POSS_33,GCA_902842565,PRJEB34791,ERS3883304,CADGOO010000001-CADGOO010000270,Host-associated,Mammal_Faecal,B2
ESCO.0216.00632,39_1_AC10,GCA_902842575,PRJEB34791,ERS3883305,CADGOJ010000001-CADGOJ010000157,Host-associated,Human_Intestinal,B2
ESCO.0216.00633,E5753,GCA_902842605,PRJEB34791,ERS3883306,CADGOF010000001-CADGOF010000163,Environmental,Water,A
ESCO.0216.00634,327_7,GCA_902842505,PRJEB34791,ERS3883307,CADGOQ010000001-CADGOQ010000165,Environmental,Water,A
ESCO.0216.00635,B1885,GCA_902842545,PRJEB34791,ERS3883308,CADGON010000001-CADGON010000190,Host-associated,Bird_Faecal,A
ESCO.0216.00636,E5008,GCA_902842495,PRJEB34791,ERS3883309,CADGOA010000001-CADGOA010000192,Environmental,Water,B2
ESCO.0216.00637,M608,GCA_902842655,PRJEB34791,ERS3883310,CADGOC010000001-CADGOC010000223,Host-associated,Mammal_Faecal,B1
ESCO.0216.00638,E6082,GCA_902842585,PRJEB34791,ERS3883311,CADGOE010000001-CADGOE010000252,Environmental,Water,D
ESCO.0216.00639,327_1,GCA_902842675,PRJEB34791,ERS3883312,CADGOM010000001-CADGOM010000162,Environmental,Water,A
ESCO.0216.00640,H025,GCA_902842635,PRJEB34791,ERS3883313,CADGOB010000001-CADGOB010000166,Host-associated,Human_Extra-intestinal,A
ESCO.0216.00641,TA224,GCA_902842515,PRJEB34791,ERS3883314,CADGOI010000001-CADGOI010000235,Host-associated,Mammal_Faecal,B1
ESCO.0216.00642,E2878,GCA_902842645,PRJEB34791,ERS3883315,CADGOL010000001-CADGOL010000250,Environmental,Water,A
ESCO.0216.00643,E9138,GCA_902842685,PRJEB34791,ERS3883316,CADGOR010000001-CADGOR010000171,Environmental,Water,A
ESCO.0216.00644,E7322,GCA_902842765,PRJEB34791,ERS3883317,CADGPB010000001-CADGPB010000173,Environmental,Water,B1
ESCO.0216.00645,64_6_TC7,GCA_902842695,PRJEB34791,ERS3883318,CADGPC010000001-CADGPC010000182,Host-associated,Human_Intestinal,A
ESCO.0216.00646,E7411,GCA_902842845,PRJEB34791,ERS3883319,CADGPJ010000001-CADGPJ010000186,Environmental,Water,B1
ESCO.0216.00647,E5633,GCA_902842745,PRJEB34791,ERS3883320,CADGPE010000001-CADGPE010000187,Environmental,Water,B1
ESCO.0216.00649,H647,GCA_902842755,PRJEB34791,ERS3883321,CADGPD010000001-CADGPD010000204,Host-associated,Human_Extra-intestinal,A
ESCO.0216.00652,A3_48,GCA_902842805,PRJEB34791,ERS3883322,CADGOW010000001-CADGOW010000161,Host-associated,Poultry_Meat,E
ESCO.0216.00653,33_3_R3,GCA_902842875,PRJEB34791,ERS3883323,CADGOY010000001-CADGOY010000163,Host-associated,Human_Intestinal,B1
ESCO.0216.00654,46_2_Ti11,GCA_902842725,PRJEB34791,ERS3883324,CADGPH010000001-CADGPH010000168,Host-associated,Human_Intestinal,D
ESCO.0216.00655,B1009,GCA_902842825,PRJEB34791,ERS3883325,CADGOX010000001-CADGOX010000172,Host-associated,Bird_Faecal,B1
ESCO.0216.00656,32_2_R12,GCA_902842785,PRJEB34791,ERS3883326,CADGPF010000001-CADGPF010000172,Host-associated,Human_Intestinal,B2
ESCO.0216.00657,B1305,GCA_902842715,PRJEB34791,ERS3883327,CADGOV010000001-CADGOV010000188,Host-associated,Bird_Faecal,B1
ESCO.0216.00658,W3_17,GCA_902842735,PRJEB34791,ERS3883328,CADGPI010000001-CADGPI010000188,Host-associated,Poultry_Meat,B1
ESCO.0216.00659,H140,GCA_902842815,PRJEB34791,ERS3883329,CADGPK010000001-CADGPK010000201,Host-associated,Human_Extra-intestinal,B2
ESCO.0216.00660,B1763,GCA_902842895,PRJEB34791,ERS3883330,CADGPM010000001-CADGPM010000225,Host-associated,Bird_Faecal,B2
ESCO.0216.00662,C1_30,GCA_902844835,PRJEB34791,ERS3883331,CADGXL010000001-CADGXL010000308,Host-associated,Poultry_Meat,A
ESCO.0216.00665,2099_1_2,GCA_902844895,PRJEB34791,ERS3883333,CADGWY010000001-CADGWY010000165,Environmental,Water,A
ESCO.0216.00666,E8647,GCA_902844935,PRJEB34791,ERS3883334,CADGXH010000001-CADGXH010000167,Environmental,Water,B1
ESCO.0216.00667,W4_39,GCA_902844985,PRJEB34791,ERS3883335,CADGXN010000001-CADGXN010000170,Host-associated,Poultry_Meat,B2
ESCO.0216.00668,E7285,GCA_902844875,PRJEB34791,ERS3883336,CADGXF010000001-CADGXF010000190,Environmental,Water,A
ESCO.0216.00669,A1_29,GCA_902844945,PRJEB34791,ERS3883337,CADGXB010000001-CADGXB010000190,Host-associated,Poultry_Meat,E
ESCO.0216.00670,H521,GCA_902842915,PRJEB34791,ERS3883338,CADGPZ010000001-CADGPZ010000196,Host-associated,Human_Faecal,A
ESCO.0216.00671,E6003,GCA_902842975,PRJEB34791,ERS3883339,CADGQA010000001-CADGQA010000200,Environmental,Water,D
ESCO.0216.00672,E2018,GCA_902842995,PRJEB34791,ERS3883340,CADGQD010000001-CADGQD010000210,Environmental,Water,A
ESCO.0216.00673,E7861,GCA_902842925,PRJEB34791,ERS3883341,CADGQE010000001-CADGQE010000225,Environmental,Water,D
ESCO.0216.00674,E6649,GCA_902843045,PRJEB34791,ERS3883342,CADGQG010000001-CADGQG010000230,Environmental,Water,B2
ESCO.0216.00675,C2_14,GCA_902842945,PRJEB34791,ERS3883343,CADGQC010000001-CADGQC010000287,Host-associated,Poultry_Meat,A
ESCO.0216.00676,2099_1_1,GCA_902842985,PRJEB34791,ERS3883344,CADGPX010000001-CADGPX010000170,Environmental,Water,A
ESCO.0216.00677,C3_27,GCA_902842965,PRJEB34791,ERS3883345,CADGPQ010000001-CADGPQ010000171,Host-associated,Poultry_Meat,B2
ESCO.0216.00678,TA110,GCA_902843065,PRJEB34791,ERS3883346,CADGQF010000001-CADGQF010000175,Host-associated,Mammal_Faecal,B1
ESCO.0216.00679,B1532,GCA_902842905,PRJEB34791,ERS3883347,CADGPW010000001-CADGPW010000180,Host-associated,Bird_Faecal,B1
ESCO.0216.00680,E4206,GCA_902843015,PRJEB34791,ERS3883348,CADGPV010000001-CADGPV010000185,Environmental,Water,A
ESCO.0216.00681,A3_41,GCA_902843085,PRJEB34791,ERS3883349,CADGQB010000001-CADGQB010000188,Host-associated,Poultry_Meat,B1
ESCO.0216.00682,2H_31_1,GCA_902842955,PRJEB34791,ERS3883350,CADGPS010000001-CADGPS010000239,Host-associated,Human_Faecal,B2
ESCO.0216.00683,B1636,GCA_902842935,PRJEB34791,ERS3883351,CADGPT010000001-CADGPT010000261,Host-associated,Bird_Faecal,E
ESCO.0216.00684,65_4_AC20,GCA_902843055,PRJEB34791,ERS3883352,CADGPU010000001-CADGPU010000277,Host-associated,Human_Intestinal,D
ESCO.0216.00686,TA373,GCA_902843035,PRJEB34791,ERS3883353,CADGPY010000001-CADGPY010000309,Host-associated,Mammal_Faecal,D
ESCO.0216.00687,B544,GCA_902843225,PRJEB34791,ERS3883354,CADGQT010000001-CADGQT010000174,Host-associated,Bird_Faecal,B1
ESCO.0216.00688,B1730,GCA_902843155,PRJEB34791,ERS3883355,CADGQU010000001-CADGQU010000180,Host-associated,Bird_Faecal,B1
ESCO.0216.00689,A1_12,GCA_902843195,PRJEB34791,ERS3883356,CADGQN010000001-CADGQN010000183,Host-associated,Poultry_Meat,E
ESCO.0216.00690,TA010,GCA_902843185,PRJEB34791,ERS3883357,CADGQL010000001-CADGQL010000199,Host-associated,Mammal_Faecal,A
ESCO.0216.00691,TA052,GCA_902843125,PRJEB34791,ERS3883358,CADGQP010000001-CADGQP010000208,Host-associated,Mammal_Faecal,B1
ESCO.0216.00692,E2558,GCA_902843105,PRJEB34791,ERS3883359,CADGQM010000001-CADGQM010000251,Environmental,Water,D
ESCO.0216.00693,TA161,GCA_902843115,PRJEB34791,ERS3883360,CADGQK010000001-CADGQK010000252,Host-associated,Mammal_Faecal,B1
ESCO.0216.00694,E2042,GCA_902843205,PRJEB34791,ERS3883361,CADGQS010000001-CADGQS010000267,Environmental,Water,D
ESCO.0216.00695,E9273,GCA_902843245,PRJEB34791,ERS3883362,CADGQZ010000001-CADGQZ010000159,Environmental,Water,B1
ESCO.0216.00697,C1_46,GCA_902843255,PRJEB34791,ERS3883363,CADGRA010000001-CADGRA010000174,Host-associated,Poultry_Meat,B2
ESCO.0216.00698,E5555,GCA_902843265,PRJEB34791,ERS3883364,CADGQV010000001-CADGQV010000178,Environmental,Water,B1
ESCO.0216.00699,35_9_Ti14,GCA_902843295,PRJEB34791,ERS3883365,CADGQY010000001-CADGQY010000180,Host-associated,Human_Intestinal,B2
ESCO.0216.00700,C4_65,GCA_902843285,PRJEB34791,ERS3883366,CADGQX010000001-CADGQX010000182,Host-associated,Poultry_Meat,E
ESCO.0216.00701,45_3_DC2,GCA_902843365,PRJEB34791,ERS3883367,CADGRH010000001-CADGRH010000208,Host-associated,Human_Intestinal,B2
ESCO.0216.00702,B1167,GCA_902843415,PRJEB34791,ERS3883368,CADGRG010000001-CADGRG010000211,Host-associated,Bird_Faecal,D
ESCO.0216.00703,E8487,GCA_902843395,PRJEB34791,ERS3883369,CADGRJ010000001-CADGRJ010000225,Environmental,Water,D
ESCO.0216.00704,B721,GCA_902843355,PRJEB34791,ERS3883370,CADGRC010000001-CADGRC010000240,Host-associated,Bird_Faecal,D
ESCO.0216.00705,W1_69,GCA_902843335,PRJEB34791,ERS3883371,CADGRK010000001-CADGRK010000261,Host-associated,Poultry_Meat,A
ESCO.0216.00706,B1709,GCA_902843315,PRJEB34791,ERS3883372,CADGRI010000001-CADGRI010000265,Host-associated,Bird_Faecal,D
ESCO.0216.00707,B004,GCA_902843425,PRJEB34791,ERS3883373,CADGRM010000001-CADGRM010000268,Host-associated,Bird_Faecal,B2
ESCO.0216.00708,E3628,GCA_902843305,PRJEB34791,ERS3883374,CADGRF010000001-CADGRF010000278,Environmental,Water,E
ESCO.0216.00709,E2003,GCA_902843345,PRJEB34791,ERS3883375,CADGRO010000001-CADGRO010000294,Environmental,Water,B1
ESCO.0216.00710,C1_72,GCA_902843375,PRJEB34791,ERS3883376,CADGRD010000001-CADGRD010000168,Host-associated,Poultry_Meat,B1
ESCO.0216.00711,70_3_Ti8,GCA_902843405,PRJEB34791,ERS3883377,CADGRN010000001-CADGRN010000170,Host-associated,Human_Intestinal,D
ESCO.0216.00712,53_1_AC6,GCA_902843325,PRJEB34791,ERS3883378,CADGRB010000001-CADGRB010000175,Host-associated,Human_Intestinal,B1
ESCO.0216.00713,E3340,GCA_902843385,PRJEB34791,ERS3883379,CADGRE010000001-CADGRE010000185,Environmental,Water,B1
ESCO.0216.00714,H484,GCA_902843435,PRJEB34791,ERS3883380,CADGRL010000001-CADGRL010000190,Host-associated,Human_Faecal,A
ESCO.0216.00715,POSS_88,GCA_902843465,PRJEB34791,ERS3883381,CADGRR010000001-CADGRR010000197,Host-associated,Mammal_Faecal,B2
ESCO.0216.00716,B1685,GCA_902843485,PRJEB34791,ERS3883382,CADGRU010000001-CADGRU010000202,Host-associated,Bird_Faecal,B1
ESCO.0216.00717,E2549,GCA_902843455,PRJEB34791,ERS3883383,CADGRT010000001-CADGRT010000248,Environmental,Water,B2
ESCO.0216.00719,2H_189_7,GCA_902843445,PRJEB34791,ERS3883384,CADGRS010000001-CADGRS010000177,Host-associated,Human_Faecal,A
ESCO.0216.00720,B596,GCA_902843475,PRJEB34791,ERS3883385,CADGRP010000001-CADGRP010000178,Host-associated,Bird_Faecal,B1
